Year,Country,Continent,Rank,Population
2005,加拿大,美洲,35,32243753
2005,苏丹,非洲,36,30949516
2005,摩洛哥,非洲,37,30455561
2005,秘鲁,美洲,38,27866145
2005,乌干达,非洲,39,27684585
2005,伊拉克,亚洲,40,26922284
2005,委内瑞拉,美洲,41,26432447
2005,乌兹别克斯坦,亚洲,42,26167000
2005,尼泊尔,亚洲,43,25744500
2005,马来西亚,亚洲,44,25690611
2005,阿富汗,亚洲,45,25654277
2005,朝鲜,亚洲,46,23904167
2005,沙特阿拉伯,亚洲,47,23816183
2005,加纳,非洲,48,21814642
2005,罗马尼亚,欧洲,49,21319685
2005,莫桑比克,非洲,50,20493925
2005,澳大利亚,大洋洲,51,20394800
2005,也门,亚洲,52,20107409
2005,斯里兰卡,亚洲,53,19544988
2005,安哥拉,非洲,54,19433602
2005,叙利亚,亚洲,55,18361176
2005,科特迪瓦,非洲,56,18354514
2005,马达加斯加,非洲,57,18336724
2005,喀麦隆,非洲,58,17733410
2005,荷兰,欧洲,59,16319868
2005,智利,美洲,60,16182721
2005,哈萨克斯坦,亚洲,61,15147029
2005,厄瓜多尔,美洲,62,13825847
2005,尼日尔,非洲,63,13624467
2005,布基纳法索,非洲,64,13421930
2005,柬埔寨,亚洲,65,13273354
2005,危地马拉,美洲,66,12948292
2005,马里,非洲,67,12775516
2005,马拉维,非洲,68,12625952
2005,津巴布韦,非洲,69,12076699
2005,赞比亚,非洲,70,11856247
2005,古巴,美洲,71,11261582
2005,塞内加尔,非洲,72,11090116
2005,希腊,欧洲,73,10987314
2005,葡萄牙,欧洲,74,10503330
2005,比利时,欧洲,75,10478617
2005,索马里,非洲,76,10446863
2005,捷克,欧洲,77,10211216
2005,突尼斯,非洲,78,10106771
2005,乍得,非洲,79,10096633
2005,匈牙利,欧洲,80,10087065
2005,白俄罗斯,欧洲,81,9663915
2005,玻利维亚,美洲,82,9232306
2005,海地,美洲,83,9195288
2005,几内亚,非洲,84,9109581
2005,多米尼加,美洲,85,9097257
2005,瑞典,欧洲,86,9029572
2005,卢旺达,非洲,87,8840215
2005,阿塞拜疆,亚洲,88,8391850
2005,奥地利,欧洲,89,8227829
2005,贝宁,非洲,90,7982225
2005,保加利亚,欧洲,91,7658972
2005,南苏丹,非洲,92,7535932
2005,洪都拉斯,美洲,93,7458985
2005,塞尔维亚,欧洲,94,7440769
2005,瑞士,欧洲,95,7437115
2005,布隆迪,非洲,96,7364862
2005,以色列,亚洲,97,6930100
2005,香港,亚洲,98,6813200
2005,塔吉克斯坦,亚洲,99,6789321
2005,巴布亚新几内亚,大洋洲,100,6494903
2005,萨尔瓦多,美洲,101,6052123
2005,巴拉圭,美洲,102,5824096
2005,利比亚,非洲,103,5798614
2005,约旦,亚洲,104,5765635
2005,老挝,亚洲,105,5751676
2005,塞拉利昂,非洲,106,5645624
2005,多哥,非洲,107,5611640
2005,尼加拉瓜,美洲,108,5438690
2005,丹麦,欧洲,109,5419432
2005,斯洛伐克,欧洲,110,5372807
2005,芬兰,欧洲,111,5246096
2005,吉尔吉斯斯坦,亚洲,112,5162600
2005,土库曼斯坦,亚洲,113,4754646
2005,黎巴嫩,亚洲,114,4698763
2005,挪威,欧洲,115,4623291
2005,阿联酋,亚洲,116,4588225
2005,克罗地亚,欧洲,117,4310145
2005,哥斯达黎加,美洲,118,4285502
2005,新加坡,亚洲,119,4265762
2005,爱尔兰,欧洲,120,4159914
2005,新西兰,大洋洲,121,4133900
2005,中非,非洲,122,4038382
2005,格鲁吉亚,亚洲,123,3902469
2005,波多黎各,美洲,124,3821362
2005,波黑,欧洲,125,3765331
2005,刚果（布）,非洲,126,3622775
2005,巴拿马,美洲,127,3330217
2005,立陶宛,欧洲,128,3322528
2005,乌拉圭,美洲,129,3321803
2005,巴勒斯坦,亚洲,130,3320396
2005,利比里亚,非洲,131,3218116
2005,毛里塔尼亚,非洲,132,3024194
2005,阿尔巴尼亚,欧洲,133,3011487
2005,亚美尼亚,亚洲,134,2981269
2005,摩尔多瓦,欧洲,135,2888111
2005,厄立特里亚,非洲,136,2826659
2005,牙买加,美洲,137,2740003
2005,蒙古,亚洲,138,2526424
2005,阿曼,亚洲,139,2511251
2005,科威特,亚洲,140,2270198
2005,拉脱维亚,欧洲,141,2238799
2005,马其顿,欧洲,142,2060273
2005,斯洛文尼亚,欧洲,143,2000474
2005,莱索托,非洲,144,1996114
2005,纳米比亚,非洲,145,1938320
2005,博茨瓦纳,非洲,146,1799078
2005,冈比亚,非洲,147,1543741
2005,加蓬,非洲,148,1390549
2005,爱沙尼亚,欧洲,149,1354775
2005,几内亚比绍,非洲,150,1344930
2005,特立尼达和多巴哥,美洲,151,1296502
2005,毛里求斯,非洲,152,1228254
2005,斯威士兰,非洲,153,1030579
2005,塞浦路斯,欧洲,154,1027662
2005,东帝汶,亚洲,155,995135
2005,巴林,亚洲,156,889164
2005,卡塔尔,亚洲,157,865416
2005,斐济群岛,大洋洲,158,821604
2005,吉布提,非洲,159,783254
2005,赤道几内亚,非洲,160,749535
2005,圭亚那,美洲,161,746163
2005,不丹,亚洲,162,648739
2005,黑山,欧洲,163,614261
2005,科摩罗,非洲,164,611627
2005,苏里南,美洲,165,499461
2005,澳门,亚洲,166,482858
2005,所罗门群岛,大洋洲,167,469918
2005,卢森堡,欧洲,168,465158
2005,佛得角,非洲,169,463032
2005,马耳他,欧洲,170,403834
2005,文莱,亚洲,171,365114
2005,巴哈马,美洲,172,324859
2005,马尔代夫,亚洲,173,319608
2005,冰岛,欧洲,174,296734
2005,伯利兹,美洲,175,283800
2005,巴巴多斯,美洲,176,276323
2005,法属波利尼西亚,大洋洲,177,258780
2005,新喀里多尼亚,大洋洲,178,232250
2005,瓦努阿图,大洋洲,179,209282
2005,萨摩亚,大洋洲,180,179727
2005,圣卢西亚,美洲,181,163417
2005,关岛,大洋洲,182,158402
2005,圣多美和普林西比,非洲,183,157472
2005,库拉索,美洲,184,137658
2005,圣文森特和格林纳丁斯,美洲,185,108614
2005,密克罗尼西亚联邦,大洋洲,186,106129
2005,格林纳达,美洲,187,104661
2005,汤加,大洋洲,188,100905
2005,阿鲁巴,美洲,189,100031
2005,基里巴斯,大洋洲,190,92325
2005,塞舌尔,非洲,191,82858
2005,安提瓜和巴布达,美洲,192,81465
2005,马恩岛,欧洲,193,80305
2005,安道尔,欧洲,194,78867
2005,多米尼克,美洲,195,70589
2005,百慕大,美洲,196,64154
2005,美属萨摩亚,大洋洲,197,59562
2005,格陵兰,美洲,198,56935
2005,北马里亚纳群岛,大洋洲,199,56542
2005,马绍尔群岛,大洋洲,200,55258
2005,开曼群岛,美洲,201,49261
2005,法罗群岛,欧洲,202,47722
2005,圣基茨和尼维斯,美洲,203,46852
2005,列支敦士登,欧洲,204,34713
2005,法属圣马丁,美洲,205,34248
2005,摩纳哥,欧洲,206,33843
2005,直布罗陀,欧洲,207,33219
2005,荷属圣马丁,美洲,208,33011
2005,圣马力诺,欧洲,209,29324
2005,特克斯和凯科斯群岛,美洲,210,28180
2005,英属维尔京群岛,美洲,211,23107
2005,帕劳,大洋洲,212,19781
2005,图瓦卢,大洋洲,213,1000
2005,瑙鲁,大洋洲,214,984
2006,中国,亚洲,1,1311020000
2006,印度,亚洲,2,1165486291
2006,美国,美洲,3,298379912
2006,印尼,亚洲,4,229318262
2006,巴西,美洲,5,188167356
2006,巴基斯坦,亚洲,6,164022627
2006,俄罗斯,欧洲,7,143049637
2006,尼日利亚,非洲,8,142538308
2006,孟加拉,亚洲,9,140921167
2006,日本,亚洲,10,127854000
2006,墨西哥,美洲,11,107560153
2006,菲律宾,亚洲,12,87888675
2006,越南,亚洲,13,84617540
2006,德国,欧洲,14,82376451
2006,埃塞俄比亚,非洲,15,78489206
2006,埃及,非洲,16,76873663
2006,伊朗,亚洲,17,70554760
2006,土耳其,欧洲,18,68756810
2006,泰国,亚洲,19,65812536
2006,法国,欧洲,20,63621381
2006,英国,欧洲,21,60846820
2006,意大利,欧洲,22,58143979
2006,刚果（金）,非洲,23,56578037
2006,缅甸,亚洲,24,49301050
2006,南非,非洲,25,48489459
2006,韩国,亚洲,26,48438292
2006,乌克兰,欧洲,27,46787786
2006,西班牙,欧洲,28,44397319
2006,哥伦比亚,美洲,29,43200901
2006,坦桑尼亚,非洲,30,39548663
2006,阿根廷,美洲,31,39289878
2006,波兰,欧洲,32,38141267
2006,肯尼亚,非洲,33,37649033
2006,阿尔及利亚,非洲,34,33641002
2006,加拿大,美洲,35,32571174
2006,苏丹,非洲,36,31661823
2006,摩洛哥,非洲,37,30804683
2006,乌干达,非洲,38,28571475
2006,秘鲁,美洲,39,28102056
2006,伊拉克,亚洲,40,27448124
2006,委内瑞拉,美洲,41,26850194
2006,乌兹别克斯坦,亚洲,42,26488250
2006,阿富汗,亚洲,43,26433049
2006,马来西亚,亚洲,44,26201961
2006,尼泊尔,亚洲,45,26066693
2006,沙特阿拉伯,亚洲,46,24498310
2006,朝鲜,亚洲,47,24054864
2006,加纳,非洲,48,22379055
2006,罗马尼亚,欧洲,49,21193760
2006,莫桑比克,非洲,50,21080110
2006,澳大利亚,大洋洲,51,20697900
2006,也门,亚洲,52,20687646
2006,安哥拉,非洲,53,20149901
2006,斯里兰卡,亚洲,54,19695972
2006,叙利亚,亚洲,55,19059258
2006,马达加斯加,非洲,56,18880269
2006,科特迪瓦,非洲,57,18754916
2006,喀麦隆,非洲,58,18223674
2006,智利,美洲,59,16354504
2006,荷兰,欧洲,60,16346101
2006,哈萨克斯坦,亚洲,61,15308084
2006,尼日尔,非洲,62,14143971
2006,厄瓜多尔,美洲,63,14059384
2006,布基纳法索,非洲,64,13829176
2006,柬埔寨,亚洲,65,13477709
2006,危地马拉,美洲,66,13213330
2006,马里,非洲,67,13203378
2006,马拉维,非洲,68,12973699
2006,赞比亚,非洲,69,12173514
2006,津巴布韦,非洲,70,12155491
2006,塞内加尔,非洲,71,11382268
2006,古巴,美洲,72,11261248
2006,希腊,欧洲,73,11020362
2006,索马里,非洲,74,10763905
2006,比利时,欧洲,75,10547958
2006,葡萄牙,欧洲,76,10522288
2006,乍得,非洲,77,10457124
2006,捷克,欧洲,78,10238905
2006,突尼斯,非洲,79,10201214
2006,匈牙利,欧洲,80,10071370
2006,白俄罗斯,欧洲,81,9604924
2006,玻利维亚,美洲,82,9395446
2006,海地,美洲,83,9344785
2006,几内亚,非洲,84,9307425
2006,多米尼加,美洲,85,9218686
2006,瑞典,欧洲,86,9080505
2006,卢旺达,非洲,87,9043337
2006,阿塞拜疆,亚洲,88,8484550
2006,奥地利,欧洲,89,8268641
2006,贝宁,非洲,90,8216897
2006,南苏丹,非洲,91,7907406
2006,洪都拉斯,美洲,92,7634298
2006,布隆迪,非洲,93,7607849
2006,保加利亚,欧洲,94,7601022
2006,瑞士,欧洲,95,7483934
2006,塞尔维亚,欧洲,96,7411569
2006,以色列,亚洲,97,7053700
2006,塔吉克斯坦,亚洲,98,6922587
2006,香港,亚洲,99,6857100
2006,巴布亚新几内亚,大洋洲,100,6646895
2006,萨尔瓦多,美洲,101,6079399
2006,约旦,亚洲,102,5991540
2006,巴拉圭,美洲,103,5913209
2006,利比亚,非洲,104,5886872
2006,老挝,亚洲,105,5846074
2006,塞拉利昂,非洲,106,5829237
2006,多哥,非洲,107,5762880
2006,尼加拉瓜,美洲,108,5513763
2006,丹麦,欧洲,109,5437272
2006,斯洛伐克,欧洲,110,5373054
2006,阿联酋,亚洲,111,5300174
2006,芬兰,欧洲,112,5266268
2006,吉尔吉斯斯坦,亚洲,113,5218400
2006,土库曼斯坦,亚洲,114,4810109
2006,黎巴嫩,亚洲,115,4759753
2006,挪威,欧洲,116,4660677
2006,新加坡,亚洲,117,4401365
2006,哥斯达黎加,美洲,118,4345412
2006,克罗地亚,欧洲,119,4311159
2006,爱尔兰,欧洲,120,4273591
2006,新西兰,大洋洲,121,4184600
2006,中非,非洲,122,4118069
2006,格鲁吉亚,亚洲,123,3880347
2006,波多黎各,美洲,124,3805214
2006,波黑,欧洲,125,3765424
2006,刚果（布）,非洲,126,3745141
2006,巴勒斯坦,亚洲,127,3406334
2006,巴拿马,美洲,128,3391666
2006,利比里亚,非洲,129,3329211
2006,乌拉圭,美洲,130,3325401
2006,立陶宛,欧洲,131,3269909
2006,毛里塔尼亚,非洲,132,3111906
2006,阿尔巴尼亚,欧洲,133,2992547
2006,亚美尼亚,亚洲,134,2958307
2006,厄立特里亚,非洲,135,2918205
2006,摩尔多瓦,欧洲,136,2880095
2006,牙买加,美洲,137,2754407
2006,阿曼,亚洲,138,2580758
2006,蒙古,亚洲,139,2558856
2006,科威特,亚洲,140,2373672
2006,拉脱维亚,欧洲,141,2218357
2006,马其顿,欧洲,142,2063131
2006,斯洛文尼亚,欧洲,143,2006868
2006,莱索托,非洲,144,1989939
2006,纳米比亚,非洲,145,1971317
2006,博茨瓦纳,非洲,146,1835908
2006,冈比亚,非洲,147,1591445
2006,加蓬,非洲,148,1430152
2006,几内亚比绍,非洲,149,1377581
2006,爱沙尼亚,欧洲,150,1346810
2006,特立尼达和多巴哥,美洲,151,1302561
2006,毛里求斯,非洲,152,1233996
2006,塞浦路斯,欧洲,153,1045507
2006,斯威士兰,非洲,154,1036092
2006,卡塔尔,亚洲,155,1022711
2006,东帝汶,亚洲,156,1016432
2006,巴林,亚洲,157,958418
2006,斐济群岛,大洋洲,158,827870
2006,吉布提,非洲,159,794563
2006,赤道几内亚,非洲,160,784496
2006,圭亚那,美洲,161,746343
2006,不丹,亚洲,162,657410
2006,科摩罗,非洲,163,626425
2006,黑山,欧洲,164,615025
2006,苏里南,美洲,165,505292
2006,澳门,亚洲,166,493799
2006,所罗门群岛,大洋洲,167,481078
2006,卢森堡,欧洲,168,472637
2006,佛得角,非洲,169,469170
2006,马耳他,欧洲,170,405308
2006,文莱,亚洲,171,370263
2006,巴哈马,美洲,172,331033
2006,马尔代夫,亚洲,173,327487
2006,冰岛,欧洲,174,303782
2006,伯利兹,美洲,175,291329
2006,巴巴多斯,美洲,176,277477
2006,法属波利尼西亚,大洋洲,177,261010
2006,新喀里多尼亚,大洋洲,178,235750
2006,瓦努阿图,大洋洲,179,214370
2006,萨摩亚,大洋洲,180,180876
2006,圣卢西亚,美洲,181,165381
2006,圣多美和普林西比,非洲,182,161681
2006,关岛,大洋洲,183,158648
2006,库拉索,美洲,184,141239
2006,圣文森特和格林纳丁斯,美洲,185,108603
2006,密克罗尼西亚联邦,大洋洲,186,105371
2006,格林纳达,美洲,187,104933
2006,汤加,大洋洲,188,101706
2006,阿鲁巴,美洲,189,100834
2006,基里巴斯,大洋洲,190,94343
2006,塞舌尔,非洲,191,84600
2006,安提瓜和巴布达,美洲,192,82704
2006,马恩岛,欧洲,193,81285
2006,安道尔,欧洲,194,80993
2006,多米尼克,美洲,195,70718
2006,百慕大,美洲,196,64523
2006,美属萨摩亚,大洋洲,197,59107
2006,格陵兰,美洲,198,56774
2006,北马里亚纳群岛,大洋洲,199,55882
2006,马绍尔群岛,大洋洲,200,55767
2006,开曼群岛,美洲,201,50740
2006,法罗群岛,欧洲,202,47792
2006,圣基茨和尼维斯,美洲,203,47333
2006,法属圣马丁,美洲,204,35237
2006,列支敦士登,欧洲,205,34970
2006,摩纳哥,欧洲,206,34190
2006,荷属圣马丁,美洲,207,33441
2006,直布罗陀,欧洲,208,33417
2006,圣马力诺,欧洲,209,29700
2006,特克斯和凯科斯群岛,美洲,210,29391
2006,英属维尔京群岛,美洲,211,24023
2006,帕劳,大洋洲,212,19540
2006,图瓦卢,大洋洲,213,10120
2006,瑙鲁,大洋洲,214,982
2007,中国,亚洲,1,1317885000
2007,印度,亚洲,2,1183209472
2007,美国,美洲,3,301231207
2007,印尼,亚洲,4,232374245
2007,巴西,美洲,5,190130443
2007,巴基斯坦,亚洲,6,167808105
2007,尼日利亚,非洲,7,146339977
2007,俄罗斯,欧洲,8,142805114
2007,孟加拉,亚洲,9,142660376
2007,日本,亚洲,10,128001000
2007,墨西哥,美洲,11,109170502
2007,菲律宾,亚洲,12,89405482
2007,越南,亚洲,13,85419591
2007,德国,欧洲,14,82266372
2007,埃塞俄比亚,非洲,15,80674348
2007,埃及,非洲,16,78232126
2007,伊朗,亚洲,17,71336475
2007,土耳其,欧洲,18,69581848
2007,泰国,亚洲,19,66182067
2007,法国,欧洲,20,64016225
2007,英国,欧洲,21,61322463
2007,刚果（金）,非洲,22,58453683
2007,意大利,欧洲,23,58438310
2007,缅甸,亚洲,24,49621475
2007,南非,非洲,25,49119759
2007,韩国,亚洲,26,48683638
2007,乌克兰,欧洲,27,46509355
2007,西班牙,欧洲,28,45226803
2007,哥伦比亚,美洲,29,43737512
2007,坦桑尼亚,非洲,30,40681414
2007,阿根廷,美洲,31,39684295
2007,肯尼亚,非洲,32,38705932
2007,波兰,欧洲,33,38120560
2007,阿尔及利亚,非洲,34,34166972
2007,加拿大,美洲,35,32889025
2007,苏丹,非洲,36,32360621
2007,摩洛哥,非洲,37,31163673
2007,乌干达,非洲,38,29486338
2007,秘鲁,美洲,39,28333052
2007,伊拉克,亚洲,40,27911248
2007,委内瑞拉,美洲,41,27247610
2007,阿富汗,亚洲,42,27100536
2007,乌兹别克斯坦,亚洲,43,26868000
2007,马来西亚,亚洲,44,26720370
2007,尼泊尔,亚洲,45,26382581
2007,沙特阿拉伯,亚洲,46,25184597
2007,朝鲜,亚洲,47,24188331
2007,加纳,非洲,48,22963946
2007,莫桑比克,非洲,49,21673316
2007,也门,亚洲,50,21282515
2007,安哥拉,非洲,51,20905363
2007,罗马尼亚,欧洲,52,20882982
2007,澳大利亚,大洋洲,53,20827600
2007,叙利亚,亚洲,54,19878254
2007,斯里兰卡,亚洲,55,19842044
2007,马达加斯加,非洲,56,19433530
2007,科特迪瓦,非洲,57,19171237
2007,喀麦隆,非洲,58,18730282
2007,智利,美洲,59,16530195
2007,荷兰,欧洲,60,16381696
2007,哈萨克斯坦,亚洲,61,15484192
2007,尼日尔,非洲,62,14685399
2007,厄瓜多尔,美洲,63,14296557
2007,布基纳法索,非洲,64,14252021
2007,柬埔寨,亚洲,65,13679962
2007,马里,非洲,66,13651464
2007,危地马拉,美洲,67,13477017
2007,马拉维,非洲,68,13341806
2007,赞比亚,非洲,69,12502958
2007,津巴布韦,非洲,70,12255922
2007,塞内加尔,非洲,71,11687080
2007,古巴,美洲,72,11251122
2007,索马里,非洲,73,11080121
2007,希腊,欧洲,74,11048473
2007,乍得,非洲,75,10818024
2007,比利时,欧洲,76,10625700
2007,葡萄牙,欧洲,77,10542964
2007,突尼斯,非洲,78,10304726
2007,捷克,欧洲,79,10298828
2007,匈牙利,欧洲,80,10055780
2007,白俄罗斯,欧洲,81,9560953
2007,玻利维亚,美洲,82,9558439
2007,几内亚,非洲,83,9518162
2007,海地,美洲,84,9495328
2007,多米尼加,美洲,85,9338861
2007,卢旺达,非洲,86,9273757
2007,瑞典,欧洲,87,9148092
2007,阿塞拜疆,亚洲,88,8581300
2007,贝宁,非洲,89,8454793
2007,南苏丹,非洲,90,8315139
2007,奥地利,欧洲,91,8295487
2007,布隆迪,非洲,92,7862214
2007,洪都拉斯,美洲,93,7808518
2007,瑞士,欧洲,94,7551117
2007,保加利亚,欧洲,95,7545338
2007,塞尔维亚,欧洲,96,7381579
2007,以色列,亚洲,97,7180100
2007,塔吉克斯坦,亚洲,98,7062672
2007,香港,亚洲,99,6916300
2007,巴布亚新几内亚,大洋洲,100,6808514
2007,约旦,亚洲,101,6255280
2007,阿联酋,亚洲,102,6168838
2007,萨尔瓦多,美洲,103,6105810
2007,巴拉圭,美洲,104,5998427
2007,塞拉利昂,非洲,105,5989633
2007,利比亚,非洲,106,5974787
2007,老挝,亚洲,107,5944948
2007,多哥,非洲,108,5920359
2007,尼加拉瓜,美洲,109,5590055
2007,丹麦,欧洲,110,5461438
2007,斯洛伐克,欧洲,111,5374622
2007,芬兰,欧洲,112,5288720
2007,吉尔吉斯斯坦,亚洲,113,5268400
2007,土库曼斯坦,亚洲,114,4870141
2007,黎巴嫩,亚洲,115,4767344
2007,挪威,欧洲,116,4709153
2007,新加坡,亚洲,117,4588599
2007,哥斯达黎加,美洲,118,4404628
2007,爱尔兰,欧洲,119,4398942
2007,克罗地亚,欧洲,120,4310217
2007,新西兰,大洋洲,121,4223800
2007,中非,非洲,122,4198010
2007,刚果（布）,非洲,123,3876119
2007,格鲁吉亚,亚洲,124,3860158
2007,波多黎各,美洲,125,3782995
2007,波黑,欧洲,126,3762786
2007,巴勒斯坦,亚洲,127,3494496
2007,利比里亚,非洲,128,3461911
2007,巴拿马,美洲,129,3453675
2007,乌拉圭,美洲,130,3331749
2007,立陶宛,欧洲,131,3231294
2007,毛里塔尼亚,非洲,132,3202517
2007,厄立特里亚,非洲,133,2996536
2007,阿尔巴尼亚,欧洲,134,2970017
2007,亚美尼亚,亚洲,135,2932618
2007,摩尔多瓦,欧洲,136,2873429
2007,牙买加,美洲,137,2768227
2007,阿曼,亚洲,138,2657158
2007,蒙古,亚洲,139,2593820
2007,科威特,亚洲,140,2504019
2007,拉脱维亚,欧洲,141,2200325
2007,马其顿,欧洲,142,2065426
2007,斯洛文尼亚,欧洲,143,2018122
2007,纳米比亚,非洲,144,2006514
2007,莱索托,非洲,145,1986922
2007,博茨瓦纳,非洲,146,1875459
2007,冈比亚,非洲,147,1639848
2007,加蓬,非洲,148,1472575
2007,几内亚比绍,非洲,149,1411543
2007,爱沙尼亚,欧洲,150,1340680
2007,特立尼达和多巴哥,美洲,151,1308451
2007,毛里求斯,非洲,152,1239630
2007,卡塔尔,亚洲,153,1218434
2007,塞浦路斯,欧洲,154,1063713
2007,斯威士兰,非洲,155,1042652
2007,东帝汶,亚洲,156,1036392
2007,巴林,亚洲,157,1035919
2007,斐济群岛,大洋洲,158,836190
2007,赤道几内亚,非洲,159,821687
2007,吉布提,非洲,160,805451
2007,圭亚那,美洲,161,746474
2007,不丹,亚洲,162,664876
2007,科摩罗,非洲,163,641620
2007,黑山,欧洲,164,615875
2007,苏里南,美洲,165,511181
2007,澳门,亚洲,166,504511
2007,所罗门群岛,大洋洲,167,492132
2007,卢森堡,欧洲,168,479993
2007,佛得角,非洲,169,475060
2007,马耳他,欧洲,170,406724
2007,文莱,亚洲,171,374965
2007,巴哈马,美洲,172,337389
2007,马尔代夫,亚洲,173,335169
2007,冰岛,欧洲,174,311566
2007,伯利兹,美洲,175,299025
2007,巴巴多斯,美洲,176,278700
2007,法属波利尼西亚,大洋洲,177,262721
2007,新喀里多尼亚,大洋洲,178,239250
2007,瓦努阿图,大洋洲,179,219472
2007,萨摩亚,大洋洲,180,182046
2007,圣卢西亚,美洲,181,167639
2007,圣多美和普林西比,非洲,182,166300
2007,关岛,大洋洲,183,158847
2007,库拉索,美洲,184,144056
2007,圣文森特和格林纳丁斯,美洲,185,108518
2007,格林纳达,美洲,186,105190
2007,密克罗尼西亚联邦,大洋洲,187,104444
2007,汤加,大洋洲,188,102581
2007,阿鲁巴,美洲,189,101222
2007,基里巴斯,大洋洲,190,96527
2007,塞舌尔,非洲,191,85033
2007,安提瓜和巴布达,美洲,192,84026
2007,安道尔,欧洲,193,82684
2007,马恩岛,欧洲,194,82408
2007,多米尼克,美洲,195,70795
2007,百慕大,美洲,196,64888
2007,美属萨摩亚,大洋洲,197,58365
2007,格陵兰,美洲,198,56555
2007,马绍尔群岛,大洋洲,199,56051
2007,北马里亚纳群岛,大洋洲,200,55219
2007,开曼群岛,美洲,201,52280
2007,法罗群岛,欧洲,202,47825
2007,圣基茨和尼维斯,美洲,203,47769
2007,法属圣马丁,美洲,204,36137
2007,列支敦士登,欧洲,205,35217
2007,摩纳哥,欧洲,206,34525
2007,荷属圣马丁,美洲,207,33811
2007,直布罗陀,欧洲,208,33517
2007,特克斯和凯科斯群岛,美洲,209,30385
2007,圣马力诺,欧洲,210,30063
2007,英属维尔京群岛,美洲,211,25047
2007,帕劳,大洋洲,212,19158
2007,图瓦卢,大洋洲,213,10221
2007,瑙鲁,大洋洲,214,984
2008,中国,亚洲,1,1324655000
2008,印度,亚洲,2,1200669765
2008,美国,美洲,3,304093966
2008,印尼,亚洲,4,235469762
2008,巴西,美洲,5,192030362
2008,巴基斯坦,亚洲,6,171648986
2008,尼日利亚,非洲,7,150269623
2008,孟加拉,亚洲,8,144304167
2008,俄罗斯,欧洲,9,142742366
2008,日本,亚洲,10,128063000
2008,墨西哥,美洲,11,110815271
2008,菲律宾,亚洲,12,90901965
2008,越南,亚洲,13,86243413
2008,埃塞俄比亚,非洲,14,82916235
2008,德国,欧洲,15,82110097
2008,埃及,非洲,16,79636079
2008,伊朗,亚洲,17,72120604
2008,土耳其,欧洲,18,70418604
2008,泰国,亚洲,19,66530984
2008,法国,欧洲,20,64374984
2008,英国,欧洲,21,61806995
2008,刚果（金）,非洲,22,60411195
2008,意大利,欧洲,23,58826731
2008,缅甸,亚洲,24,49929642
2008,南非,非洲,25,49779471
2008,韩国,亚洲,26,49054708
2008,乌克兰,欧洲,27,46258189
2008,西班牙,欧洲,28,45954106
2008,哥伦比亚,美洲,29,44254972
2008,坦桑尼亚,非洲,30,41853944
2008,阿根廷,美洲,31,40080160
2008,肯尼亚,非洲,32,39791981
2008,波兰,欧洲,33,38125759
2008,阿尔及利亚,非洲,34,34730608
2008,加拿大,美洲,35,33247118
2008,苏丹,非洲,36,33060837
2008,摩洛哥,非洲,37,31536811
2008,乌干达,非洲,38,30431736
2008,秘鲁,美洲,39,28562317
2008,伊拉克,亚洲,40,28385746
2008,阿富汗,亚洲,41,27722276
2008,委内瑞拉,美洲,42,27635832
2008,乌兹别克斯坦,亚洲,43,27302800
2008,马来西亚,亚洲,44,27236006
2008,尼泊尔,亚洲,45,26666576
2008,沙特阿拉伯,亚洲,46,25888541
2008,朝鲜,亚洲,47,24310142
2008,加纳,非洲,48,23563825
2008,莫桑比克,非洲,49,22276596
2008,也门,亚洲,50,21892146
2008,安哥拉,非洲,51,21695634
2008,澳大利亚,大洋洲,52,21249200
2008,叙利亚,亚洲,53,20664038
2008,罗马尼亚,欧洲,54,20537875
2008,马达加斯加,非洲,55,19996473
2008,斯里兰卡,亚洲,56,19983984
2008,科特迪瓦,非洲,57,19605569
2008,喀麦隆,非洲,58,19252666
2008,智利,美洲,59,16708258
2008,荷兰,欧洲,60,16445593
2008,哈萨克斯坦,亚洲,61,15674000
2008,尼日尔,非洲,62,15250908
2008,布基纳法索,非洲,63,14689725
2008,厄瓜多尔,美洲,64,14535739
2008,马里,非洲,65,14113577
2008,柬埔寨,亚洲,66,13883834
2008,危地马拉,美洲,67,13739299
2008,马拉维,非洲,68,13727890
2008,赞比亚,非洲,69,12848530
2008,津巴布韦,非洲,70,12379549
2008,塞内加尔,非洲,71,12004701
2008,索马里,非洲,72,11397188
2008,古巴,美洲,73,11236971
2008,乍得,非洲,74,11183588
2008,希腊,欧洲,75,11077841
2008,比利时,欧洲,76,10709973
2008,葡萄牙,欧洲,77,10558177
2008,突尼斯,非洲,78,10414433
2008,捷克,欧洲,79,10384603
2008,匈牙利,欧洲,80,10038188
2008,几内亚,非洲,81,9738792
2008,玻利维亚,美洲,82,9721454
2008,海地,美洲,83,9646580
2008,白俄罗斯,欧洲,84,9527985
2008,卢旺达,非洲,85,9524534
2008,多米尼加,美洲,86,9458075
2008,瑞典,欧洲,87,9219637
2008,阿塞拜疆,亚洲,88,8763400
2008,南苏丹,非洲,89,8736939
2008,贝宁,非洲,90,8696921
2008,奥地利,欧洲,91,8321496
2008,布隆迪,非洲,92,8126102
2008,洪都拉斯,美洲,93,7980955
2008,瑞士,欧洲,94,7647675
2008,保加利亚,欧洲,95,7492561
2008,塞尔维亚,欧洲,96,7350222
2008,以色列,亚洲,97,7308800
