Year,Country,Continent,Rank,Population
1959,中国,亚洲,1,654954856
1959,印度,亚洲,2,440813896
1959,美国,美洲,3,177622013
1959,俄罗斯,欧洲,4,118148000
1959,日本,亚洲,5,91681328
1959,印尼,亚洲,6,85521979
1959,德国,欧洲,7,72247225
1959,巴西,美洲,8,70146513
1959,英国,欧洲,9,52218942
1959,意大利,欧洲,10,49208667
1959,孟加拉,亚洲,11,46847445
1959,法国,欧洲,12,46242129
1959,尼日利亚,非洲,13,44254686
1959,巴基斯坦,亚洲,14,43890982
1959,乌克兰,欧洲,15,42130316
1959,墨西哥,美洲,16,36989694
1959,越南,亚洲,17,31698431
1959,西班牙,欧洲,18,30115936
1959,波兰,欧洲,19,28665037
1959,土耳其,欧洲,20,26808621
1959,泰国,亚洲,21,26600275
1959,埃及,非洲,22,26262697
1959,菲律宾,亚洲,23,25408603
1959,韩国,亚洲,24,24295670
1959,埃塞俄比亚,非洲,25,21661996
1959,伊朗,亚洲,26,21350524
1959,缅甸,亚洲,27,20540399
1959,阿根廷,美洲,28,20285531
1959,罗马尼亚,欧洲,29,18254608
1959,加拿大,美洲,30,17502043
1959,南非,非洲,31,17009989
1959,哥伦比亚,美洲,32,15994889
1959,刚果（金）,非洲,33,14871772
1959,摩洛哥,非洲,34,11950826
1959,荷兰,欧洲,35,11264566
1959,朝鲜,亚洲,36,11145152
1959,阿尔及利亚,非洲,37,10848973
1959,澳大利亚,大洋洲,38,10046139
1959,匈牙利,欧洲,39,9957295
1959,尼泊尔,亚洲,40,9906689
1959,坦桑尼亚,非洲,41,9787033
1959,秘鲁,美洲,42,9784910
1959,斯里兰卡,亚洲,43,9640836
1959,捷克,欧洲,44,9477371
1959,哈萨克斯坦,亚洲,45,9292148
1959,比利时,欧洲,46,9093483
1959,葡萄牙,欧洲,47,8853393
1959,阿富汗,亚洲,48,8834445
1959,乌兹别克斯坦,亚洲,49,8273556
1959,希腊,欧洲,50,8271724
1959,白俄罗斯,欧洲,51,8118264
1959,马来西亚,亚洲,52,7911036
1959,肯尼亚,非洲,53,7860475
1959,委内瑞拉,美洲,54,7846954
1959,保加利亚,欧洲,55,7792759
1959,智利,美洲,56,7546713
1959,瑞典,欧洲,57,7434674
1959,苏丹,非洲,58,7328718
1959,莫桑比克,非洲,59,7241232
1959,伊拉克,亚洲,60,7115511
1959,奥地利,欧洲,61,7011632
1959,古巴,美洲,62,7005481
1959,塞尔维亚,欧洲,63,6589000
1959,乌干达,非洲,64,6585105
1959,加纳,非洲,65,6445283
1959,柬埔寨,亚洲,66,5578675
1959,安哥拉,非洲,67,5536779
1959,瑞士,欧洲,68,5213340
1959,马里,非洲,69,5205449
1959,也门,亚洲,70,5086541
1959,喀麦隆,非洲,71,5072801
1959,马达加斯加,非洲,72,4979753
1959,布基纳法索,非洲,73,4764077
1959,丹麦,欧洲,74,4549237
1959,叙利亚,亚洲,75,4430101
1959,厄瓜多尔,美洲,76,4418892
1959,芬兰,欧洲,77,4395188
1959,突尼斯,非洲,78,4123439
1959,克罗地亚,欧洲,79,4114282
1959,危地马拉,美洲,80,4087923
1959,斯洛伐克,欧洲,81,4032799
1959,沙特阿拉伯,亚洲,82,3965815
1959,海地,美洲,83,3791097
1959,阿塞拜疆,亚洲,84,3768331
1959,津巴布韦,非洲,85,3629356
1959,玻利维亚,美洲,86,3623965
1959,格鲁吉亚,亚洲,87,3579000
1959,挪威,欧洲,88,3551305
1959,马拉维,非洲,89,3539970
1959,几内亚,非洲,90,3521704
1959,科特迪瓦,非洲,91,3435930
1959,尼日尔,非洲,92,3295583
1959,多米尼加,美洲,93,3184757
1959,波黑,欧洲,94,3165191
1959,塞内加尔,非洲,95,3121092
1959,赞比亚,非洲,96,2954483
1959,乍得,非洲,97,2945101
1959,香港,亚洲,98,2941712
1959,南苏丹,非洲,99,2902083
1959,卢旺达,非洲,100,2860691
1959,爱尔兰,欧洲,101,2836551
1959,立陶宛,欧洲,102,2735814
1959,布隆迪,非洲,103,2732438
1959,索马里,非洲,104,2699595
1959,萨尔瓦多,美洲,105,2687233
1959,乌拉圭,美洲,106,2505015
1959,摩尔多瓦,欧洲,107,2481000
1959,贝宁,非洲,108,2400127
1959,波多黎各,美洲,109,2335993
1959,新西兰,大洋洲,110,2331100
1959,塞拉利昂,非洲,111,2266686
1959,吉尔吉斯斯坦,亚洲,112,2106792
1959,拉脱维亚,欧洲,113,2106392
1959,老挝,亚洲,114,2072699
1959,以色列,亚洲,115,2036279
1959,塔吉克斯坦,亚洲,116,2020554
1959,洪都拉斯,美洲,117,1982192
1959,巴布亚新几内亚,大洋洲,118,1970694
1959,巴拉圭,美洲,119,1853939
1959,亚美尼亚,亚洲,120,1807917
1959,黎巴嫩,亚洲,121,1747162
1959,尼加拉瓜,美洲,122,1719365
1959,牙买加,美洲,123,1608723
1959,斯洛文尼亚,欧洲,124,1570492
1959,阿尔巴尼亚,欧洲,125,1561012
1959,多哥,非洲,126,1559674
1959,土库曼斯坦,亚洲,127,1550411
1959,新加坡,亚洲,128,1545001
1959,中非,非洲,129,1479470
1959,马其顿,欧洲,130,1469843
1959,利比亚,非洲,131,1401620
1959,厄立特里亚,非洲,132,1364276
1959,哥斯达黎加,美洲,133,1286229
1959,爱沙尼亚,欧洲,134,1203467
1959,巴拿马,美洲,135,1100067
1959,利比里亚,非洲,136,1096442
1959,刚果（布）,非洲,137,1011584
1959,蒙古,亚洲,138,931481
1959,约旦,亚洲,139,884864
1959,莱索托,非洲,140,837519
1959,毛里塔尼亚,非洲,141,834023
1959,特立尼达和多巴哥,美洲,142,829489
1959,毛里求斯,非洲,143,640758
1959,几内亚比绍,非洲,144,608779
1959,纳米比亚,非洲,145,588426
1959,塞浦路斯,欧洲,146,566982
1959,圭亚那,美洲,147,554092
1959,阿曼,亚洲,148,539328
1959,博茨瓦纳,非洲,149,512647
1959,加蓬,非洲,150,494751
1959,东帝汶,亚洲,151,491423
1959,黑山,欧洲,152,471363
1959,斐济群岛,大洋洲,153,380451
1959,冈比亚,非洲,154,356968
1959,斯威士兰,非洲,155,340748
1959,马耳他,欧洲,156,313725
1959,卢森堡,欧洲,157,311508
1959,苏里南,美洲,158,281668
1959,赤道几内亚,非洲,159,251601
1959,科威特,亚洲,160,243235
1959,巴巴多斯,美洲,161,230349
1959,不丹,亚洲,162,217773
1959,佛得角,非洲,163,199906
1959,科摩罗,非洲,164,188097
1959,冰岛,欧洲,165,172450
1959,澳门,亚洲,166,168289
1959,巴林,亚洲,167,156777
1959,库拉索,美洲,168,123911
1959,所罗门群岛,大洋洲,169,114465
1959,萨摩亚,大洋洲,170,105380
1959,巴哈马,美洲,171,104405
1959,伯利兹,美洲,172,89490
1959,圣卢西亚,美洲,173,89044
1959,格林纳达,美洲,174,88252
1959,马尔代夫,亚洲,175,87590
1959,阿联酋,亚洲,176,87362
1959,圣文森特和格林纳丁斯,美洲,177,79618
1959,吉布提,非洲,178,79612
1959,文莱,亚洲,179,77919
1959,新喀里多尼亚,大洋洲,180,75977
1959,法属波利尼西亚,大洋洲,181,75806
1959,关岛,大洋洲,182,65619
1959,圣多美和普林西比,非洲,183,63478
1959,瓦努阿图,大洋洲,184,61794
1959,汤加,大洋洲,185,59873
1959,多米尼克,美洲,186,58922
1959,安提瓜和巴布达,美洲,187,54722
1959,阿鲁巴,美洲,188,52531
1959,圣基茨和尼维斯,美洲,189,50972
1959,马恩岛,欧洲,190,48883
1959,卡塔尔,亚洲,191,44126
1959,百慕大,美洲,192,43804
1959,密克罗尼西亚联邦,大洋洲,193,43126
1959,基里巴斯,大洋洲,194,40240
1959,法罗群岛,欧洲,195,34192
1959,格陵兰,美洲,196,31224
1959,直布罗陀,欧洲,197,23129
1959,摩纳哥,欧洲,198,21974
1959,美属萨摩亚,大洋洲,199,19734
1959,列支敦士登,欧洲,200,16126
1959,圣马力诺,欧洲,201,15021
1959,马绍尔群岛,大洋洲,202,14390
1959,安道尔,欧洲,203,12498
1959,北马里亚纳群岛,大洋洲,204,968
1959,帕劳,大洋洲,205,935
1959,英属维尔京群岛,美洲,206,793
1959,开曼群岛,美洲,207,767
1959,图瓦卢,大洋洲,208,598
1959,特克斯和凯科斯群岛,美洲,209,565
1959,瑙鲁,大洋洲,210,422
1959,法属圣马丁,美洲,211,411
1960,中国,亚洲,1,667070000
1960,印度,亚洲,2,450547679
1960,美国,美洲,3,180671000
1960,俄罗斯,欧洲,4,119897000
1960,日本,亚洲,5,92500572
1960,印尼,亚洲,6,87751068
1960,德国,欧洲,7,72814900
1960,巴西,美洲,8,72179226
1960,英国,欧洲,9,52400000
1960,意大利,欧洲,10,50199700
1960,孟加拉,亚洲,11,48013504
1960,法国,欧洲,12,46621669
1960,尼日利亚,非洲,13,45138458
1960,巴基斯坦,亚洲,14,44988690
1960,乌克兰,欧洲,15,42664652
1960,墨西哥,美洲,16,37771859
1960,越南,亚洲,17,32670039
1960,西班牙,欧洲,18,30455000
1960,波兰,欧洲,19,29637450
1960,土耳其,欧洲,20,27472345
1960,泰国,亚洲,21,27397207
1960,埃及,非洲,22,26632894
1960,菲律宾,亚洲,23,26269734
1960,韩国,亚洲,24,25012374
1960,埃塞俄比亚,非洲,25,22151278
1960,伊朗,亚洲,26,21906914
1960,缅甸,亚洲,27,21736942
1960,阿根廷,美洲,28,20481779
1960,罗马尼亚,欧洲,29,18406905
1960,加拿大,美洲,30,17909009
1960,南非,非洲,31,17099840
1960,哥伦比亚,美洲,32,16057714
1960,刚果（金）,非洲,33,15248251
1960,摩洛哥,非洲,34,12328532
1960,荷兰,欧洲,35,11486631
1960,朝鲜,亚洲,36,11424176
1960,阿尔及利亚,非洲,37,11057863
1960,澳大利亚,大洋洲,38,10276477
1960,秘鲁,美洲,39,10155015
1960,尼泊尔,亚洲,40,10105050
1960,坦桑尼亚,非洲,41,10052152
1960,匈牙利,欧洲,42,9983967
1960,哈萨克斯坦,亚洲,43,9934563
1960,斯里兰卡,亚洲,44,9874476
1960,捷克,欧洲,45,9602006
1960,比利时,欧洲,46,9153489
1960,阿富汗,亚洲,47,8996973
1960,葡萄牙,欧洲,48,8857716
1960,乌兹别克斯坦,亚洲,49,8526300
1960,希腊,欧洲,50,8331725
1960,白俄罗斯,欧洲,51,8198000
1960,马来西亚,亚洲,52,8156347
1960,委内瑞拉,美洲,53,8141841
1960,智利,美洲,54,8132990
1960,肯尼亚,非洲,55,8120080
1960,保加利亚,欧洲,56,7867374
1960,苏丹,非洲,57,7544491
1960,瑞典,欧洲,58,7484656
1960,伊拉克,亚洲,59,7289760
1960,莫桑比克,非洲,60,7184869
1960,古巴,美洲,61,7141250
1960,奥地利,欧洲,62,7047539
1960,乌干达,非洲,63,6767095
1960,加纳,非洲,64,6635230
1960,塞尔维亚,欧洲,65,6608000
1960,柬埔寨,亚洲,66,5722370
1960,安哥拉,非洲,67,5454933
1960,瑞士,欧洲,68,5327827
1960,也门,亚洲,69,5315355
1960,马里,非洲,70,5263733
1960,喀麦隆,非洲,71,5176918
1960,马达加斯加,非洲,72,5099373
1960,布基纳法索,非洲,73,4829288
1960,丹麦,欧洲,74,4579603
1960,叙利亚,亚洲,75,4573512
1960,厄瓜多尔,美洲,76,4543666
1960,芬兰,欧洲,77,4429634
1960,突尼斯,非洲,78,4178236
1960,克罗地亚,欧洲,79,4140181
1960,危地马拉,美洲,80,4128880
1960,沙特阿拉伯,亚洲,81,4086539
1960,斯洛伐克,欧洲,82,4068095
1960,阿塞拜疆,亚洲,83,3895397
1960,海地,美洲,84,3866159
1960,津巴布韦,非洲,85,3776681
1960,马拉维,非洲,86,3659984
1960,玻利维亚,美洲,87,3656955
1960,格鲁吉亚,亚洲,88,3645600
1960,挪威,欧洲,89,3581239
1960,科特迪瓦,非洲,90,3503553
1960,几内亚,非洲,91,3494162
1960,尼日尔,非洲,92,3388764
1960,多米尼加,美洲,93,3294224
1960,波黑,欧洲,94,3225668
1960,塞内加尔,非洲,95,3206749
1960,香港,亚洲,96,3075605
1960,赞比亚,非洲,97,3070776
1960,乍得,非洲,98,3001609
1960,卢旺达,非洲,99,2935582
1960,南苏丹,非洲,100,2842724
1960,爱尔兰,欧洲,101,2828600
1960,布隆迪,非洲,102,2797932
1960,立陶宛,欧洲,103,2778550
1960,萨尔瓦多,美洲,104,2766324
1960,索马里,非洲,105,2755972
1960,乌拉圭,美洲,106,2538643
1960,贝宁,非洲,107,2431622
1960,新西兰,大洋洲,108,2371800
1960,波多黎各,美洲,109,2358000
1960,塞拉利昂,非洲,110,2317636
1960,巴布亚新几内亚,大洋洲,111,2255859
1960,吉尔吉斯斯坦,亚洲,112,2172300
1960,拉脱维亚,欧洲,113,2120979
1960,老挝,亚洲,114,2120898
1960,以色列,亚洲,115,2114020
1960,塔吉克斯坦,亚洲,116,2087049
1960,摩尔多瓦,欧洲,117,2043664
1960,洪都拉斯,美洲,118,2038632
1960,巴拉圭,美洲,119,1903982
1960,亚美尼亚,亚洲,120,1874121
1960,黎巴嫩,亚洲,121,1804941
1960,尼加拉瓜,美洲,122,1773129
1960,新加坡,亚洲,123,1646400
1960,牙买加,美洲,124,1628520
1960,阿尔巴尼亚,欧洲,125,1608800
1960,土库曼斯坦,亚洲,126,1603258
1960,斯洛文尼亚,欧洲,127,1584720
1960,多哥,非洲,128,1580513
1960,中非,非洲,129,1501668
1960,马其顿,欧洲,130,1488667
1960,利比亚,非洲,131,1448417
1960,厄立特里亚,非洲,132,1397491
1960,哥斯达黎加,美洲,133,1330782
1960,爱沙尼亚,欧洲,134,1211537
1960,巴拿马,美洲,135,1132997
1960,利比里亚,非洲,136,1118657
1960,刚果（布）,非洲,137,1018253
1960,蒙古,亚洲,138,955505
1960,约旦,亚洲,139,933102
1960,毛里塔尼亚,非洲,140,850384
1960,特立尼达和多巴哥,美洲,141,847979
1960,莱索托,非洲,142,837270
1960,毛里求斯,非洲,143,659351
1960,纳米比亚,非洲,144,634142
1960,几内亚比绍,非洲,145,616136
1960,塞浦路斯,欧洲,146,572930
1960,圭亚那,美洲,147,571819
1960,阿曼,亚洲,148,551740
1960,博茨瓦纳,非洲,149,502745
1960,加蓬,非洲,150,500928
1960,黑山,欧洲,151,480579
1960,东帝汶,亚洲,152,474532
1960,斐济群岛,大洋洲,153,393481
1960,冈比亚,非洲,154,365047
1960,斯威士兰,非洲,155,336583
1960,马耳他,欧洲,156,326550
1960,卢森堡,欧洲,157,313970
1960,苏里南,美洲,158,287870
1960,科威特,亚洲,159,269029
1960,赤道几内亚,非洲,160,255333
1960,巴巴多斯,美洲,161,230980
1960,不丹,亚洲,162,223288
1960,佛得角,非洲,163,201765
1960,科摩罗,非洲,164,191121
1960,冰岛,欧洲,165,175574
1960,澳门,亚洲,166,167791
1960,巴林,亚洲,167,162427
1960,库拉索,美洲,168,124826
1960,所罗门群岛,大洋洲,169,117849
1960,巴哈马,美洲,170,109534
1960,萨摩亚,大洋洲,171,108629
1960,阿联酋,亚洲,172,92418
1960,伯利兹,美洲,173,92064
1960,格林纳达,美洲,174,89932
1960,马尔代夫,亚洲,175,89863
1960,圣卢西亚,美洲,176,89697
1960,吉布提,非洲,177,83636
1960,文莱,亚洲,178,81702
1960,圣文森特和格林纳丁斯,美洲,179,80977
1960,新喀里多尼亚,大洋洲,180,79000
1960,法属波利尼西亚,大洋洲,181,78076
1960,关岛,大洋洲,182,66742
1960,圣多美和普林西比,非洲,183,64302
1960,瓦努阿图,大洋洲,184,63689
1960,汤加,大洋洲,185,61577
1960,多米尼克,美洲,186,60011
1960,阿鲁巴,美洲,187,54211
1960,安提瓜和巴布达,美洲,188,54131
1960,圣基茨和尼维斯,美洲,189,51199
1960,马恩岛,欧洲,190,48442
1960,卡塔尔,亚洲,191,47384
1960,密克罗尼西亚联邦,大洋洲,192,44514
1960,百慕大,美洲,193,44400
1960,塞舌尔,非洲,194,41700
1960,基里巴斯,大洋洲,195,41202
1960,法罗群岛,欧洲,196,34615
1960,格陵兰,美洲,197,32500
1960,直布罗陀,欧洲,198,23420
1960,摩纳哥,欧洲,199,22452
1960,美属萨摩亚,大洋洲,200,20123
1960,列支敦士登,欧洲,201,16493
1960,圣马力诺,欧洲,202,15432
1960,马绍尔群岛,大洋洲,203,14662
1960,安道尔,欧洲,204,13411
1960,北马里亚纳群岛,大洋洲,205,997
1960,帕劳,大洋洲,206,977
1960,英属维尔京群岛,美洲,207,804
1960,开曼群岛,美洲,208,786
1960,特克斯和凯科斯群岛,美洲,209,582
1960,图瓦卢,大洋洲,210,532
1960,瑙鲁,大洋洲,211,437
1960,法属圣马丁,美洲,212,389
1961,中国,亚洲,1,660330000
1961,印度,亚洲,2,459642165
1961,美国,美洲,3,183691000
1961,俄罗斯,欧洲,4,121236000
1961,日本,亚洲,5,94943000
1961,印尼,亚洲,6,90098394
1961,巴西,美洲,7,74311343
1961,德国,欧洲,8,73377632
1961,英国,欧洲,9,52800000
1961,意大利,欧洲,10,50536350
1961,孟加拉,亚洲,11,49362843
1961,法国,欧洲,12,47240543
1961,巴基斯坦,亚洲,13,46065231
1961,尼日利亚,非洲,14,46063563
1961,乌克兰,欧洲,15,43206345
1961,墨西哥,美洲,16,38966056
1961,越南,亚洲,17,33666110
1961,西班牙,欧洲,18,30739250
1961,波兰,欧洲,19,29964000
1961,泰国,亚洲,20,28224187
1961,土耳其,欧洲,21,28146910
1961,埃及,非洲,22,27366237
1961,菲律宾,亚洲,23,27161047
1961,韩国,亚洲,24,25765673
1961,埃塞俄比亚,非洲,25,22671191
1961,伊朗,亚洲,26,22480372
1961,缅甸,亚洲,27,22211624
1961,阿根廷,美洲,28,20817266
1961,罗马尼亚,欧洲,29,18555250
1961,加拿大,美洲,30,18271000
1961,南非,非洲,31,17524533
1961,哥伦比亚,美洲,32,16567817
1961,刚果（金）,非洲,33,15637699
1961,摩洛哥,非洲,34,12710581
1961,朝鲜,亚洲,35,11665595
1961,荷兰,欧洲,36,11638712
1961,阿尔及利亚,非洲,37,11336339
1961,澳大利亚,大洋洲,38,10483000
1961,秘鲁,美洲,39,10446620
1961,哈萨克斯坦,亚洲,40,10349414
1961,坦桑尼亚,非洲,41,10346697
1961,尼泊尔,亚洲,42,10267264
1961,斯里兰卡,亚洲,43,10111637
1961,匈牙利,欧洲,44,10029321
1961,捷克,欧洲,45,9586651
1961,比利时,欧洲,46,9183948
1961,阿富汗,亚洲,47,9169410
1961,葡萄牙,欧洲,48,8929316
1961,乌兹别克斯坦,亚洲,49,8813616
1961,委内瑞拉,美洲,50,8439261
1961,马来西亚,亚洲,51,8417824
1961,希腊,欧洲,52,8398050
1961,肯尼亚,非洲,53,8377696
1961,智利,美洲,54,8303811
1961,白俄罗斯,欧洲,55,8271216
1961,保加利亚,欧洲,56,7943118
1961,苏丹,非洲,57,7769482
1961,瑞典,欧洲,58,7519998
1961,伊拉克,亚洲,59,7475350
1961,莫桑比克,非洲,60,7342111
1961,古巴,美洲,61,7291200
1961,奥地利,欧洲,62,7086299
1961,乌干达,非洲,63,6983818
1961,加纳,非洲,64,6848295
1961,塞尔维亚,欧洲,65,6655000
1961,柬埔寨,亚洲,66,5872966
1961,安哥拉,非洲,67,5531472
1961,瑞士,欧洲,68,5434294
1961,也门,亚洲,69,5393036
1961,马里,非洲,70,5322266
1961,喀麦隆,非洲,71,5285017
1961,马达加斯加,非洲,72,5223568
1961,布基纳法索,非洲,73,4894580
1961,叙利亚,亚洲,74,4721896
1961,厄瓜多尔,美洲,75,4674172
1961,丹麦,欧洲,76,4611687
1961,芬兰,欧洲,77,4461005
1961,危地马拉,美洲,78,4251911
1961,突尼斯,非洲,79,4238142
1961,沙特阿拉伯,亚洲,80,4218853
1961,斯洛伐克,欧洲,81,4191667
1961,克罗地亚,欧洲,82,4167292
1961,阿塞拜疆,亚洲,83,4030322
1961,海地,美洲,84,3941944
1961,津巴布韦,非洲,85,3905034
1961,马拉维,非洲,86,3747753
1961,玻利维亚,美洲,87,3728964
1961,格鲁吉亚,亚洲,88,3703600
1961,科特迪瓦,非洲,89,3631553
1961,挪威,欧洲,90,3609800
1961,几内亚,非洲,91,3552065
1961,尼日尔,非洲,92,3486326
1961,多米尼加,美洲,93,3406280
1961,塞内加尔,非洲,94,3295278
1961,波黑,欧洲,95,3288603
1961,香港,亚洲,96,3168100
1961,赞比亚,非洲,97,3164329
1961,乍得,非洲,98,3060368
1961,卢旺达,非洲,99,2998325
1961,南苏丹,非洲,100,2895605
1961,布隆迪,非洲,101,2852438
1961,萨尔瓦多,美洲,102,2846600
1961,爱尔兰,欧洲,103,2824400
1961,立陶宛,欧洲,104,2823550
1961,索马里,非洲,105,2814118
1961,乌拉圭,美洲,106,2571681
1961,贝宁,非洲,107,2465867
1961,新西兰,大洋洲,108,2419700
1961,波多黎各,美洲,109,2399722
1961,塞拉利昂,非洲,110,2352363
1961,巴布亚新几内亚,大洋洲,111,2297059
1961,吉尔吉斯斯坦,亚洲,112,2255900
1961,以色列,亚洲,113,2185000
1961,老挝,亚洲,114,2170344
1961,塔吉克斯坦,亚洲,115,2159134
1961,拉脱维亚,欧洲,116,2152681
1961,洪都拉斯,美洲,117,2096409
1961,摩尔多瓦,欧洲,118,2092667
1961,巴拉圭,美洲,119,1954548
1961,亚美尼亚,亚洲,120,1941492
1961,黎巴嫩,亚洲,121,1864619
1961,尼加拉瓜,美洲,122,1829778
1961,新加坡,亚洲,123,1702400
1961,阿尔巴尼亚,欧洲,124,1659800
1961,土库曼斯坦,亚洲,125,1658362
1961,牙买加,美洲,126,1651073
1961,多哥,非洲,127,1597526
1961,斯洛文尼亚,欧洲,128,1594131
1961,中非,非洲,129,1526066
1961,马其顿,欧洲,130,1507654
1961,利比亚,非洲,131,1498071
1961,厄立特里亚,非洲,132,1432640
1961,哥斯达黎加,美洲,133,1381183
1961,爱沙尼亚,欧洲,134,1225077
1961,巴拿马,美洲,135,1167113
1961,利比里亚,非洲,136,1142302
1961,刚果（布）,非洲,137,1043116
1961,蒙古,亚洲,138,982178
1961,约旦,亚洲,139,973988
1961,毛里塔尼亚,非洲,140,875581
1961,特立尼达和多巴哥,美洲,141,864818
1961,莱索托,非洲,142,852890
1961,毛里求斯,非洲,143,680757
1961,纳米比亚,非洲,144,649279
1961,几内亚比绍,非洲,145,622761
1961,圭亚那,美洲,146,589274
1961,塞浦路斯,欧洲,147,576395
1961,阿曼,亚洲,148,564893
1961,博茨瓦纳,非洲,149,512685
1961,加蓬,非洲,150,505799
1961,黑山,欧洲,151,491140
1961,东帝汶,亚洲,152,482854
1961,斐济群岛,大洋洲,153,407249
1961,冈比亚,非洲,154,372445
1961,斯威士兰,非洲,155,343345
1961,马耳他,欧洲,156,325250
1961,卢森堡,欧洲,157,316845
1961,科威特,亚洲,158,300576
1961,苏里南,美洲,159,295913
1961,赤道几内亚,非洲,160,258791
1961,巴巴多斯,美洲,161,231718
1961,不丹,亚洲,162,228851
1961,佛得角,非洲,163,205327
1961,科摩罗,非洲,164,194139
1961,冰岛,欧洲,165,179029
1961,澳门,亚洲,166,170462
1961,巴林,亚洲,167,167894
1961,库拉索,美洲,168,126125
1961,所罗门群岛,大洋洲,169,121378
1961,巴哈马,美洲,170,115121
1961,萨摩亚,大洋洲,171,112105
1961,阿联酋,亚洲,172,100796
1961,伯利兹,美洲,173,94703
1961,马尔代夫,亚洲,174,92325
1961,格林纳达,美洲,175,91327
1961,圣卢西亚,美洲,176,90716
1961,吉布提,非洲,177,88498
1961,文莱,亚洲,178,85562
1961,圣文森特和格林纳丁斯,美洲,179,82169
1961,新喀里多尼亚,大洋洲,180,81200
1961,法属波利尼西亚,大洋洲,181,80706
1961,关岛,大洋洲,182,68072
1961,瓦努阿图,大洋洲,183,65705
1961,圣多美和普林西比,非洲,184,64602
1961,汤加,大洋洲,185,63715
1961,多米尼克,美洲,186,61032
1961,阿鲁巴,美洲,187,55438
1961,安提瓜和巴布达,美洲,188,55001
1961,卡塔尔,亚洲,189,51421
1961,圣基茨和尼维斯,美洲,190,51196
1961,马恩岛,欧洲,191,48281
1961,密克罗尼西亚联邦,大洋洲,192,45932
1961,百慕大,美洲,193,45500
1961,塞舌尔,非洲,194,42889
1961,基里巴斯,大洋洲,195,42229
1961,法罗群岛,欧洲,196,35076
1961,格陵兰,美洲,197,33700
1961,直布罗陀,欧洲,198,23813
1961,摩纳哥,欧洲,199,22808
1961,美属萨摩亚,大洋洲,200,20602
1961,列支敦士登,欧洲,201,16893
1961,圣马力诺,欧洲,202,15837
1961,马绍尔群岛,大洋洲,203,15051
1961,安道尔,欧洲,204,14375
1961,北马里亚纳群岛,大洋洲,205,10245
1961,帕劳,大洋洲,206,10049
1961,英属维尔京群岛,美洲,207,816
1961,开曼群岛,美洲,208,802
1961,特克斯和凯科斯群岛,美洲,209,587
1961,图瓦卢,大洋洲,210,533
1961,瑙鲁,大洋洲,211,463
1961,法属圣马丁,美洲,212,398
1962,中国,亚洲,1,665770000
1962,印度,亚洲,2,469077190
1962,美国,美洲,3,186538000
1962,俄罗斯,欧洲,4,122591000
1962,日本,亚洲,5,95832000
1962,印尼,亚洲,6,92518377
1962,巴西,美洲,7,76514328
1962,德国,欧洲,8,74025784
1962,英国,欧洲,9,53250000
1962,意大利,欧洲,10,50879450
1962,孟加拉,亚洲,11,50752157
1962,法国,欧洲,12,47904877
1962,巴基斯坦,亚洲,13,47198878
1962,尼日利亚,非洲,14,47029822
1962,乌克兰,欧洲,15,43752230
1962,墨西哥,美洲,16,40195319
1962,越南,亚洲,17,34683407
1962,西班牙,欧洲,18,31023366
1962,波兰,欧洲,19,30308500
1962,泰国,亚洲,20,29080938
1962,土耳其,欧洲,21,28832827
1962,埃及,非洲,22,28112256
1962,菲律宾,亚洲,23,28077339
1962,韩国,亚洲,24,26513030
1962,埃塞俄比亚,非洲,25,23221389
1962,伊朗,亚洲,26,23071315
1962,缅甸,亚洲,27,22697667
1962,阿根廷,美洲,28,21153052
1962,罗马尼亚,欧洲,29,18676550
1962,加拿大,美洲,30,18614000
1962,南非,非洲,31,17965725
1962,哥伦比亚,美洲,32,17092919
1962,刚果（金）,非洲,33,16041190
1962,摩洛哥,非洲,34,13094888
1962,朝鲜,亚洲,35,11871712
1962,荷兰,欧洲,36,11805689
1962,阿尔及利亚,非洲,37,11619828
1962,哈萨克斯坦,亚洲,38,10756928
1962,秘鲁,美洲,39,10749466
1962,澳大利亚,大洋洲,40,10742000
1962,坦桑尼亚,非洲,41,10651962
1962,尼泊尔,亚洲,42,10433145
1962,斯里兰卡,亚洲,43,10352179
1962,匈牙利,欧洲,44,10061734
1962,捷克,欧洲,45,9624660
1962,阿富汗,亚洲,46,9351441
1962,比利时,欧洲,47,9220578
1962,乌兹别克斯坦,亚洲,48,9113620
1962,葡萄牙,欧洲,49,8993985
1962,委内瑞拉,美洲,50,8742777
1962,马来西亚,亚洲,51,8692342
1962,肯尼亚,非洲,52,8647011
1962,智利,美洲,53,8476897
1962,希腊,欧洲,54,8448233
1962,白俄罗斯,欧洲,55,8351928
1962,保加利亚,欧洲,56,8012946
1962,苏丹,非洲,57,8004121
1962,伊拉克,亚洲,58,7674220
1962,瑞典,欧洲,59,7561588
1962,莫桑比克,非洲,60,7507303
1962,古巴,美洲,61,7453540
1962,乌干达,非洲,62,7215796
1962,奥地利,欧洲,63,7129864
1962,加纳,非洲,64,7071971
1962,塞尔维亚,欧洲,65,6696000
1962,柬埔寨,亚洲,66,6028431
1962,安哥拉,非洲,67,5608539
1962,瑞士,欧洲,68,5573815
1962,也门,亚洲,69,5473671
1962,喀麦隆,非洲,70,5398729
1962,马里,非洲,71,5381368
1962,马达加斯加,非洲,72,5352503
1962,布基纳法索,非洲,73,4960326
1962,叙利亚,亚洲,74,4875422
1962,厄瓜多尔,美洲,75,4809201
